categoria,video,distancia_centros_mean,distancia_centros_std,distancia_centros_max,distancia_centros_min,velocidad_relativa_mean,velocidad_relativa_std,velocidad_relativa_max,velocidad_relativa_min,aceleracion_prom_mean,aceleracion_prom_std,aceleracion_prom_max,aceleracion_prom_min,diferencia_orientacion_mean,diferencia_orientacion_std,diferencia_orientacion_max,diferencia_orientacion_min,ang_brazo_der_mean,ang_brazo_der_std,ang_brazo_der_max,ang_brazo_der_min,ang_brazo_izq_mean,ang_brazo_izq_std,ang_brazo_izq_max,ang_brazo_izq_min,ang_pierna_der_mean,ang_pierna_der_std,ang_pierna_der_max,ang_pierna_der_min,ang_pierna_izq_mean,ang_pierna_izq_std,ang_pierna_izq_max,ang_pierna_izq_min,movimiento_relativo_mean,movimiento_relativo_std,movimiento_relativo_max,movimiento_relativo_min
noViolencia,NV_205.mp4,117.21373611111109,83.14203940953361,419.79,3.25,110.59750277777779,124.15046403426008,508.704,0.0,98.26072638888888,90.00880204368625,436.919,0.0,50.58815277777778,89.40180005408871,303.38,0.0,28.78875,48.91052552567286,179.99,0.0,64.87416666666667,31.80371602267858,177.03,0.0,55.656,31.14414485811059,179.99,8.05,52.562694444444446,35.36862043543612,180.0,0.0,117.21367083333332,83.14216602038032,419.793,3.246
noViolencia,NV_206.mp4,51.1275,32.322991172435344,72.05,3.53,60.95325,42.47004335116694,90.002,0.0,9.712,9.673054360783187,18.031,0.0,121.4075,121.51776889958659,227.02,1.81,120.68,66.23997987117247,175.18,40.86,52.355000000000004,35.29828749387143,73.53,0.0,45.2775,30.406420785748526,65.55,0.0,7.48,8.26837751113643,18.44,1.09,51.12825000000001,32.32305840907798,72.052,3.531
noViolencia,NV_207.mp4,10.11,0.0,10.11,10.11,4.59,0.0,4.59,4.59,0.701,0.0,0.701,0.701,0.5,0.0,0.5,0.5,8.49,0.0,8.49,8.49,34.25,0.0,34.25,34.25,4.62,0.0,4.62,4.62,19.0,0.0,19.0,19.0,10.114,0.0,10.114,10.114
noViolencia,NV_208.mp4,38.593529411764706,23.1642089065158,70.51,0.52,30.037529411764705,42.858692487810515,117.463,0.0,15.731294117647057,13.388957683314569,40.668,0.0,186.6041176470588,119.51896622810663,331.7,15.97,26.081764705882353,18.727933426867377,85.55,9.29,67.50058823529412,47.76969403693469,144.53,0.0,59.78647058823529,44.25405616172043,160.04,2.15,47.26294117647059,30.447811859948548,94.42,0.0,38.59305882352941,23.16589032249405,70.509,0.518
noViolencia,NV_21.mp4,264.2372992056487,182.29443594774065,903.62,0.85,286.34895145631066,242.39058449016983,1162.526,0.0,199.05591615180936,138.75347652681825,663.586,0.0,52.49576345984113,83.8431308445106,255.73,0.0,37.10203000882613,54.112648015080964,180.0,0.0,66.7498323036187,39.35309672878359,177.7,2.51,60.681473962930276,32.18541219498677,154.04,0.0,61.88429832303619,39.5633499531022,175.69,0.0,264.23724007060906,182.29446818942014,903.625,0.85
noViolencia,NV_210.mp4,30.255,10.260119395016803,37.51,23.0,21.976000000000003,14.553671770381523,32.267,11.685,1.613,0.3238549057834389,1.842,1.384,61.965,71.59456159513793,112.59,11.34,85.745,115.6190297918124,167.5,3.99,55.795,1.8314065632731604,57.09,54.5,50.95,13.378460300049476,60.41,41.49,0.0,0.0,0.0,0.0,30.2575,10.262240715360365,37.514,23.001
noViolencia,NV_212.mp4,26.41111111111111,14.854525778735285,60.35,7.21,20.18788888888889,30.487408837274298,73.619,0.0,31.441222222222223,21.81982792540868,72.433,0.0,293.9177777777778,75.10384174224674,347.46,125.11,50.1311111111111,69.23776993889327,176.89,3.17,32.80444444444444,10.840218068737261,48.27,18.49,42.955555555555556,23.577399724689272,76.48,0.0,11.62111111111111,11.67952315426923,35.41,0.0,26.41033333333333,14.855948993585027,60.353,7.208
noViolencia,NV_213.mp4,33.98428571428571,18.56234706526706,59.16,4.65,20.547428571428572,18.276958480166066,42.75,0.0,3.350285714285714,3.555708542343598,8.241,0.0,172.03857142857143,135.26347787787748,339.57,3.04,34.80428571428572,59.91754246661069,170.15,0.61,20.065714285714282,17.043462927803976,57.12,9.85,52.17000000000001,28.82812746838291,96.23,32.4,14.988571428571431,15.30830104722209,38.21,0.0,33.98442857142857,18.561933707251004,59.156,4.651
noViolencia,NV_215.mp4,34.830000000000005,12.992474745020672,49.75,26.01,5.490666666666667,4.762491084856047,8.502,0.0,6.3709999999999996,7.64336581618334,14.846,0.0,112.85666666666667,160.82757920622112,298.52,16.51,6.31,3.6889564920177635,10.39,3.21,60.40333333333333,4.214265455964221,62.98,55.54,39.083333333333336,13.392700748293201,49.89,24.1,14.43,24.993493153218896,43.29,0.0,34.83133333333333,12.99385786952179,49.753,26.011
noViolencia,NV_216.mp4,6.35,0.0,6.35,6.35,26.233,0.0,26.233,26.233,5.309,0.0,5.309,5.309,0.14,0.0,0.14,0.14,1.91,0.0,1.91,1.91,65.58,0.0,65.58,65.58,28.35,0.0,28.35,28.35,5.76,0.0,5.76,5.76,6.345,0.0,6.345,6.345
noViolencia,NV_217.mp4,34.21,0.0,34.21,34.21,16.88,0.0,16.88,16.88,0.438,0.0,0.438,0.438,291.34,0.0,291.34,291.34,146.63,0.0,146.63,146.63,174.21,0.0,174.21,174.21,79.04,0.0,79.04,79.04,0.0,0.0,0.0,0.0,34.21,0.0,34.21,34.21
noViolencia,NV_218.mp4,23.93,0.0,23.93,23.93,16.326,0.0,16.326,16.326,3.069,0.0,3.069,3.069,8.79,0.0,8.79,8.79,18.25,0.0,18.25,18.25,64.71,0.0,64.71,64.71,49.2,0.0,49.2,49.2,5.95,0.0,5.95,5.95,23.932,0.0,23.932,23.932
noViolencia,NV_219.mp4,29.8925,13.47979321058005,39.19,10.21,16.90625,15.538847477102884,36.167,0.0,19.67775,12.992730464250641,30.895,3.032,125.1175,129.90135138506707,257.83,11.16,55.675000000000004,80.45443451627345,176.0,7.11,61.754999999999995,8.724809453506708,71.76,50.61,20.0625,3.7792977742785325,22.76,14.49,31.17,8.396868463897716,38.19,18.98,29.89325,13.478885126374513,39.194,10.213
noViolencia,NV_220.mp4,27.869130434782605,11.228943491564953,46.96,4.21,16.421217391304346,22.04880342446258,61.322,0.0,17.77917391304348,18.478279550602043,55.027,0.0,214.43608695652176,107.53419357831048,296.86,1.73,67.27652173913046,72.69296112033604,174.2,1.99,106.14478260869565,47.914107513489476,171.9,15.46,68.4791304347826,29.862744487076124,155.11,13.05,58.3391304347826,45.08289434858692,139.82,1.79,27.86943478260869,11.228396792491981,46.964,4.214
noViolencia,NV_221.mp4,59.03666666666666,12.271333804168698,68.7,45.23,5.928333333333334,5.636617277528547,11.219,0.0,7.221666666666667,6.397033088341292,12.177,0.0,8.973333333333334,8.12439741355218,16.39,0.29,3.9133333333333327,3.3619389246881526,6.59,0.14,67.37333333333333,11.066997485015225,75.55,54.78,48.93,6.753154818305293,54.88,41.59,25.436666666666667,0.37541088600802835,25.77,25.03,59.03666666666667,12.26913983673401,68.7,45.233
noViolencia,NV_222.mp4,86.33,0.0,86.33,86.33,15.367,0.0,15.367,15.367,3.461,0.0,3.461,3.461,38.17,0.0,38.17,38.17,14.27,0.0,14.27,14.27,56.88,0.0,56.88,56.88,6.14,0.0,6.14,6.14,7.58,0.0,7.58,7.58,86.334,0.0,86.334,86.334
noViolencia,NV_223.mp4,13.14,0.0,13.14,13.14,37.501,0.0,37.501,37.501,16.744,0.0,16.744,16.744,29.62,0.0,29.62,29.62,136.04,0.0,136.04,136.04,108.14,0.0,108.14,108.14,21.1,0.0,21.1,21.1,90.0,0.0,90.0,90.0,13.139,0.0,13.139,13.139
noViolencia,NV_224.mp4,10.09,0.0,10.09,10.09,16.836,0.0,16.836,16.836,1.077,0.0,1.077,1.077,2.31,0.0,2.31,2.31,8.03,0.0,8.03,8.03,64.34,0.0,64.34,64.34,75.73,0.0,75.73,75.73,64.84,0.0,64.84,64.84,10.094,0.0,10.094,10.094
noViolencia,NV_225.mp4,20.447499999999998,19.72860486704521,68.52,8.91,12.288,18.82698579926469,47.097,0.0,17.560375,15.186001391671779,40.577,0.0,69.8325,127.25683285051086,357.97,2.19,11.813749999999999,5.3260356135819125,23.04,7.2,59.015,7.643841592139014,67.22,44.22,34.13875,32.787262089981574,106.5,1.47,38.65875,25.99656374957495,86.59,8.4,20.445874999999997,19.72812617586156,68.517,8.907
noViolencia,NV_227.mp4,23.53,7.113494218736667,28.56,18.5,35.7395,29.11229328823135,56.325,15.154,30.009,9.041067304251197,36.402,23.616,76.72,58.180745956029135,117.86,35.58,11.635,5.338656197958434,15.41,7.86,67.47,8.923687578574233,73.78,61.16,104.75,104.82150924309381,178.87,30.63,12.845,18.165573208682407,25.69,0.0,23.5305,7.115615539080229,28.562,18.499
noViolencia,NV_228.mp4,12.645,7.747724397094499,21.13,2.33,12.54025,10.513092072110217,24.545,1.284,7.89725,3.3782884596592204,12.569,5.368,9.19,6.6184137072262255,14.94,2.38,10.415,4.102816106042288,15.84,6.47,80.5775,7.234765027283196,88.55,71.49,37.965,27.291955469209846,72.86,8.03,75.565,58.18836624847502,145.49,4.21,12.6445,7.74587031907971,21.126,2.331
noViolencia,NV_229.mp4,31.71454545454545,41.69765709572574,124.44,0.29,40.59018181818182,35.61409167118595,105.427,4.312,24.69872727272727,27.850513439040615,87.825,3.621,26.429999999999996,52.58911427282266,181.19,0.96,41.28636363636364,52.00411354358946,173.67,4.34,62.037272727272736,49.96155483787692,180.0,0.0,38.85636363636364,25.328105050606244,90.92,0.0,49.297272727272734,40.361894923531295,132.07,3.81,31.71463636363636,41.69717711373931,124.436,0.288
noViolencia,NV_230.mp4,78.85055555555556,51.951701718402916,133.77,5.95,21.864055555555556,36.15219918210529,119.442,0.0,21.806333333333335,19.6758747858446,59.629,0.0,207.89055555555555,166.70272955428678,345.77,1.22,42.943333333333335,51.21218145531164,174.5,7.8,50.96777777777778,34.51994556528248,125.07,2.5,50.40222222222222,40.450380141536016,167.49,3.17,39.66277777777778,31.008242131171503,92.98,0.0,78.85072222222223,51.95200952327577,133.77,5.949
noViolencia,NV_232.mp4,35.0016,21.534933766634467,80.85,3.91,25.71376,24.937967563336027,87.663,0.0,11.447959999999998,11.843594103565016,40.892,0.0,171.5436,133.30736244609048,350.02,0.94,21.108400000000003,36.67388656342093,175.38,0.0,82.05720000000001,43.49915952444753,178.26,42.73,46.0692,39.41608448336796,178.21,8.91,47.6452,41.42723139433771,168.49,0.1,35.001799999999996,21.532619967543816,80.845,3.914
